F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_52_807.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_52_807.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_52_807.jpg,0,0,0,5.66689E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_52_888.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_52_888.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_52_888.jpg,0,0,0,6.896177E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_52_973.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_52_973.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_52_973.jpg,0,0,0,1.515442E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_052.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_052.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_052.jpg,0,0,0,1.058461E-05
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_188.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_188.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_188.jpg,0,0,0,5.695221E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_261.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_261.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_261.jpg,0,0,0,2.184996E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_383.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_383.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_383.jpg,0,0,0,4.867418E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_490.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_490.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_490.jpg,0,0,0,4.398656E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_592.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_592.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_592.jpg,0,0,0,1.760232E-05
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_667.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_667.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_667.jpg,0,0,0,2.559572E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_770.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_770.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_770.jpg,0,0,0,5.8589E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_896.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_896.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_896.jpg,0,0,0,3.015482E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_53_998.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_53_998.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_53_998.jpg,0,0,0,1.351564E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_086.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_086.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_086.jpg,0,0,0,5.484164E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_195.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_195.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_195.jpg,0,0,0,3.844626E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_290.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_290.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_290.jpg,0,0,0,7.248338E-07
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_389.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_389.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_389.jpg,0,0,0,4.922117E-07
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_503.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_503.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_503.jpg,0,0,0,1.99812E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_597.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_597.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_597.jpg,0,0,0,1.629479E-06
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_718.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_718.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_718.jpg,0,0.3219429,0,0.4848338
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_54_893.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_54_893.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_54_893.jpg,0,0.8641623,0,2.235102
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_55_012.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_55_012.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_55_012.jpg,-0.0472103,1,0,3.643617
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_55_116.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_55_116.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_55_116.jpg,-0.07725322,1,0,4.813865
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_55_223.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_55_223.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_55_223.jpg,-0.09012876,1,0,6.201322
F:\MLLearning\Git\Behavioural Cloning\data\IMG\center_2022_10_04_23_09_55_323.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\left_2022_10_04_23_09_55_323.jpg,F:\MLLearning\Git\Behavioural Cloning\data\IMG\right_2022_10_04_23_09_55_323.jpg,-0.09871244,1,0,7.345197
